"Master list — 10,576 student clubs. Instagram URLs: 9,420. Categories: 10,576. Discord URLs: 162. SPA merge sources: enrichment.",,,,,,,,,
School,Name,Category,Campus,Directory URL,Instagram URL,Instagram Handle,IG Source,Discord URL,Discord Source
nyu,Turkish Culture Association - All-University,"Arts & Culture, Games & Recreation",,https://engage.nyu.edu/organization/turkish-culture-association,https://www.instagram.com/tca.nyu/,@tca.nyu,found,,
nyu,Turning Point USA at NYU [New Club in Development Candidate],Games & Recreation,,https://engage.nyu.edu/organization/tpusa,https://www.instagram.com/techatnyu/,,low_confidence,,
nyu,Two Birds One Stone - All-University,"Community Service, Environment, Politics & Advocacy",,https://engage.nyu.edu/organization/two-birds-one-stone-all-university,https://www.instagram.com/twobirdsonestonenyu/,@twobirdsonestonenyu,found,,
nyu,Tzu Ching Collegiate Association - All-University,"Community Service, Arts & Culture, Environment, Games & Recreation",,https://engage.nyu.edu/organization/tzu-ching-collegiate-association-all-university,https://www.instagram.com/nyutzuching/,@nyutzuching,confirmed|web_search,,
nyu,Ukrainian Club at NYU - All-University,"Arts & Culture, Games & Recreation",,https://engage.nyu.edu/organization/ukrainianclubatnyu,https://www.instagram.com/ukrainianclubnyu/,@ukrainianclubnyu,found,,
nyu,Undergraduate Latin American Business Association,"Business, Arts & Culture",,https://engage.nyu.edu/organization/undergraduate-latin-american-business-association,https://www.instagram.com/sternulaba/,@sternulaba,confirmed|web_search_recovery_pass,,
nyu,Undergraduate Law Review at NYU - All-University,"Media & Web, Politics & Advocacy",,https://engage.nyu.edu/organization/undergraduate-law-review-at-nyu-all-university,https://www.instagram.com/nyu_ulr/,@nyu_ulr,found,,
nyu,Undergraduate Law Society - All-University,"Business, Games & Recreation, Politics & Advocacy",,https://engage.nyu.edu/organization/ulsnyu,https://www.instagram.com/ulsnyu/,@ulsnyu,found,,
nyu,Undergraduate Nursing Organization,Health,,https://engage.nyu.edu/organization/undergraduate-nursing-organization,https://www.instagram.com/unsonyu/,@unsonyu,found,,
nyu,Undergraduate Stern Women in Business,Business,,https://engage.nyu.edu/organization/undergraduate-stern-women-in-business,https://www.instagram.com/nyuswib/,@nyuswib,found,,
nyu,Undergraduate Student Government Association,Politics & Advocacy,,https://engage.nyu.edu/organization/undergraduate-student-government-association,https://www.instagram.com/nyustudentgov/,@nyustudentgov,found,,
nyu,Undergraduate Women in Law Association at NYU [New Club in Development Candidate],Games & Recreation,,https://engage.nyu.edu/organization/undergraduatewomeninlawassociation,https://www.instagram.com/uwla.nyu/,@uwla.nyu,confirmed|web_search_enrichment_pass,,
nyu,UNICEF - All-University,"Community Service, Arts & Culture, Games & Recreation, Politics & Advocacy",,https://engage.nyu.edu/organization/unicef-all-university,https://www.instagram.com/unicefclubnyu/,@unicefclubnyu,low_confidence,,
nyu,United Sikh Association at NYU - All-University,"Community Service, Arts & Culture, Games & Recreation, Religion & Spirituality",,https://engage.nyu.edu/organization/united-sikh-association-all-university,https://www.instagram.com/nyusikhassociation/,@nyusikhassociation,found,,
nyu,Unity of Many Minds,Games & Recreation,,https://engage.nyu.edu/organization/umm,https://www.instagram.com/nyu.umm/,@nyu.umm,confirmed|web_search_second_pass,,
nyu,University Learning Center,Games & Recreation,,https://engage.nyu.edu/organization/university-learning-center,https://www.instagram.com/ulcnyu/,@ulcnyu,found,,
nyu,Uproar Theatre Corps,Arts & Culture,,https://engage.nyu.edu/organization/uproar-theatre-corps,https://www.instagram.com/uproartheatre/,@uproartheatre,description_embedded,,
nyu,Urban Design & Architecture Society - All-University,"Community Service, Arts & Culture, Environment, Games & Recreation, Media & Web, Politics & Advocacy",,https://engage.nyu.edu/organization/urban-design-architecture-society-all-university,https://www.instagram.com/nyu.udas/,@nyu.udas,found,,
nyu,Urban Naturalist Club at NYU - All-University,"Community Service, Environment, Media & Web",,https://engage.nyu.edu/organization/urbannaturalistclub,https://www.instagram.com/nyu_urbnat/,@nyu_urbnat,confirmed|web_search_second_pass,,
nyu,Urology Interest Group,Politics & Advocacy,,https://engage.nyu.edu/organization/urology-interest-group,,,not_found,,
nyu,UX Club NYU,Games & Recreation,,https://engage.nyu.edu/organization/uxclubnyu,https://www.instagram.com/ux_nyu/,@ux_nyu,found,,
nyu,Vascular Surgery Interest Group,"Health, Media & Web, Politics & Advocacy",,https://engage.nyu.edu/organization/vascular-surgery-interest-group,https://www.instagram.com/nyugsom_vascsurgery/,@nyugsom_vascsurgery,low_confidence,,
nyu,Vietnamese Student Association - All-University,"Community Service, Arts & Culture, Games & Recreation",,https://engage.nyu.edu/organization/vietnamese-student-association-all-university,https://www.instagram.com/nyuvsa/,@nyuvsa,description_embedded,,
nyu,Vietnamese Student Dental Association,"Arts & Culture, Health",,https://engage.nyu.edu/organization/vsda,https://www.instagram.com/nyuvsa/,@nyuvsa,gap_found,,
nyu,Views from NYU,Games & Recreation,,https://engage.nyu.edu/organization/views-from-nyu,https://www.instagram.com/viewsfromnyu/,@viewsfromnyu,found,,
nyu,Violet Diabolo - All-University,"Arts & Culture, Games & Recreation",,https://engage.nyu.edu/organization/violet-diabolo-all-university,https://www.instagram.com/violet_diabolo/,@violet_diabolo,found,,
nyu,Violet Society Program,"Business, Community Service, Politics & Advocacy",,https://engage.nyu.edu/organization/violet-society-program,,,low_confidence,,
nyu,Violet Vault,Games & Recreation,,https://engage.nyu.edu/organization/violet-vault,https://www.instagram.com/_violets_vaudeville_vault_/,@_violets_vaudeville_vault_,found,,
nyu,Visual Arts Club,Arts & Culture,,https://engage.nyu.edu/organization/painting-club,,,low_confidence,,
nyu,Vocaholics (SATB) @NYU - All-University,Arts & Culture,,https://engage.nyu.edu/organization/vocaholics-ttbb-a-cappella-all-university,https://www.instagram.com/nyuvocaholics/,@nyuvocaholics,found,,
nyu,Vocollision (a cappella) - All-University,"Arts & Culture, Games & Recreation",,https://engage.nyu.edu/organization/vocollision-asian-a-cappella-all-university,https://www.instagram.com/nyuvocollision/,@nyuvocollision,found,,
nyu,Washington Square News,Media & Web,,https://engage.nyu.edu/organization/washington-square-news,https://www.instagram.com/nyunews/,@nyunews,found,,
nyu,Washington Square Village,Games & Recreation,,https://engage.nyu.edu/organization/graduate-housing,,,not_found,,
nyu,Wasserman Center for Career Development,Games & Recreation,,https://engage.nyu.edu/organization/wasserman,https://www.instagram.com/nyuwasserman/,@nyuwasserman,found,,
nyu,Weinstein Residence Hall,Games & Recreation,,https://engage.nyu.edu/organization/weinstein-hall,https://www.instagram.com/nyuweinstein/,@nyuweinstein,found,,
nyu,West 13th St Residence Hall,Games & Recreation,,https://engage.nyu.edu/organization/the-senior-house-at-w-13th-street,,,not_found,,
nyu,West Fourth Stage Company,Arts & Culture,,https://engage.nyu.edu/organization/w4sc,https://www.instagram.com/west4thstageco/,@west4thstageco,found,,
nyu,Wilderness Medicine Interest Group,"Environment, Health",,https://engage.nyu.edu/organization/wildernessmed,,,not_found,,
nyu,WNYU Radio (89.1 FM),Media & Web,,https://engage.nyu.edu/organization/wnyu-radio-89-1-fm,https://www.instagram.com/wnyu/,@wnyu,found,,
nyu,Women in Business and Entrepreneurship,"Business, Community Service, Arts & Culture, Games & Recreation, Media & Web, Politics & Advocacy",,https://engage.nyu.edu/organization/women-in-business-and-entrepreneurship,https://www.instagram.com/nyuwibe/,@nyuwibe,found,,
nyu,Women in Computing,Media & Web,,https://engage.nyu.edu/organization/womenincomputing,https://www.instagram.com/nyuwinc/,@nyuwinc,found,,
nyu,Women in Dentistry,Health,,https://engage.nyu.edu/organization/women-in-dentistry,https://www.instagram.com/wind_nyu/,@wind_nyu,found,,
nyu,Women in Medicine (WIM) Association at NYU - All-University,"Community Service, Games & Recreation, Health, Media & Web, Politics & Advocacy",,https://engage.nyu.edu/organization/womeninmedicine,https://www.instagram.com/wimnyu/,@wimnyu,found,,
nyu,"Women of Excellence, Strength, and Tenacity - All-University","Business, Community Service, Arts & Culture, Games & Recreation",,https://engage.nyu.edu/organization/west,https://www.instagram.com/west_nyu/,@west_nyu,found,,
nyu,Women's Herstory Month - All-University,"Community Service, Arts & Culture, Games & Recreation, Health, Politics & Advocacy",,https://engage.nyu.edu/organization/women-s-herstory-month-all-university,,,not_found,,
nyu,WoMentorship Program,"Games & Recreation, Media & Web",,https://engage.nyu.edu/organization/womentorship-program,https://www.instagram.com/womentorshiptandon/,@womentorshiptandon,confirmed|web_search_recovery_pass,,
nyu,World Cultures Club - All-University,"Community Service, Arts & Culture, Games & Recreation",,https://engage.nyu.edu/organization/worldculturesclub,https://www.instagram.com/wccnyu/,@wccnyu,found,,
nyu,Xi Psi Phi Fraternity,Games & Recreation,,https://engage.nyu.edu/organization/xi-psi-phi-fraternity,https://www.instagram.com/xipsiphi_at_nyucd/,@xipsiphi_at_nyucd,found,,
nyu,Yarn it Forward at NYU - All-University,"Community Service, Arts & Culture",,https://engage.nyu.edu/organization/yarnitforward,https://www.instagram.com/yarnitforwardatnyu/,@yarnitforwardatnyu,found,,
nyu,Yemeni Student Association at NYU [New Club in Development Candidate],Arts & Culture,,https://engage.nyu.edu/organization/yemenistudentassociation,https://www.instagram.com/nyu.ysa/,@nyu.ysa,confirmed|web_search,,
nyu,Young Americans for Freedom at NYU [New Club in Development Candidate],Games & Recreation,,https://engage.nyu.edu/organization/youngamericansforfreedom,https://www.instagram.com/yafnyu/,@yafnyu,confirmed|web_search,,
nyu,Young At Heart,"Community Service, Health, Politics & Advocacy",,https://engage.nyu.edu/organization/young-at-heart,,,low_confidence,,
nyu,Young Democratic Socialists of America at NYU - All-University,Politics & Advocacy,,https://engage.nyu.edu/organization/young-democratic-socialists-of-america-at-nyu,https://www.instagram.com/nyudsa/,@nyudsa,found,,
nyu,Zeta Beta Tau - All-University,Games & Recreation,,https://engage.nyu.edu/organization/zeta-beta-tau-all-university,https://www.instagram.com/zbtnyu/,@zbtnyu,found,,
nyu,"Zeta Phi Beta Sorority, Inc - All-University","Community Service, Arts & Culture, Games & Recreation",,https://engage.nyu.edu/organization/zetaphibeta,https://www.instagram.com/zphib_nyu/,@zphib_nyu,found,,
nyu,Zeta Psi Fraternity of North America - All-University,"Business, Community Service, Games & Recreation, Politics & Advocacy",,https://engage.nyu.edu/organization/zetapsi,https://www.instagram.com/zetapsinyc/,@zetapsinyc,found,,
nyu,Zeta Tau Alpha - All-University,Games & Recreation,,https://engage.nyu.edu/organization/zeta-tau-alpha-all-university,https://www.instagram.com/nyuzta/,@nyuzta,found,,
ocadu,100m Studio,Games & Recreation,,https://engage.nyu.edu/organization/undergraduate-latin-american-business-association,https://www.instagram.com/100mstudio,@100mstudio,listing,,
ocadu,AD LAB,Games & Recreation,,https://engage.nyu.edu/organization/undergraduate-law-review-at-nyu-all-university,https://www.instagram.com/ocad_advertising,@ocad_advertising,listing,,
ocadu,AI After Hours,Media & Web,,https://engage.nyu.edu/organization/ulsnyu,https://www.instagram.com/ai_after_hours_ocadu?igsh=MW4xdDhyZmttNzN4Nw%3D%3D,@ai_after_hours_ocadu,listing,,
ocadu,Almeda Black Student Collective,Politics & Advocacy,,https://engage.nyu.edu/organization/undergraduate-nursing-organization,https://www.instagram.com/almedacollective,@almedacollective,listing,,
ocadu,Alternian Mayhem,Games & Recreation,,https://engage.nyu.edu/organization/undergraduate-stern-women-in-business,,,not_searched,,
ocadu,Amane ACG,Games & Recreation,,https://engage.nyu.edu/organization/undergraduate-student-government-association,https://www.instagram.com/amaneacg,@amaneacg,listing,,
ocadu,Cinema Society,Arts & Culture,,https://engage.nyu.edu/organization/undergraduatewomeninlawassociation,http://www.instagram.com/ocadu.cinema,@ocadu.cinema,listing,,
ocadu,Clay Studio Club,Games & Recreation,,https://engage.nyu.edu/organization/unicef-all-university,https://www.instagram.com/Clay_studio_club,@Clay_studio_club,listing,,
ocadu,Creative Coding Club,Media & Web,,https://engage.nyu.edu/organization/united-sikh-association-all-university,https://www.instagram.com/creativecodingclub.ocadu,@creativecodingclub.ocadu,listing,,
ocadu,Creative Writing Student Collective,Arts & Culture,,https://engage.nyu.edu/organization/umm,https://www.instagram.com/ocadwritersball,@ocadwritersball,listing,,
ocadu,Dance 2Nay,Arts & Culture,,https://engage.nyu.edu/organization/university-learning-center,https://www.instagram.com/dance2nay/,@dance2nay,listing,,
ocadu,Drawing and Painting Club,Arts & Culture,,https://engage.nyu.edu/organization/uproar-theatre-corps,https://www.instagram.com/ocadudrpt/,@ocadudrpt,gap_found,,
ocadu,Environmental Committee OCAD (ECOCAD),Environment,,https://engage.nyu.edu/organization/urban-design-architecture-society-all-university,https://www.instagram.com/ecocadu/,@ecocadu,listing,,
ocadu,Foundry Club,Games & Recreation,,https://engage.nyu.edu/organization/urbannaturalistclub,https://www.instagram.com/ocadfoundryclub,@ocadfoundryclub,listing,,
ocadu,Grad Crit Club,Games & Recreation,,https://engage.nyu.edu/organization/urology-interest-group,https://www.instagram.com/crit_club_ocad/,@crit_club_ocad,listing,,
ocadu,Hindu Students Council,Religion & Spirituality,,https://engage.nyu.edu/organization/uxclubnyu,https://www.instagram.com/ocaduhsc,@ocaduhsc,listing,,
ocadu,Indigenous Student Association,Politics & Advocacy,,https://engage.nyu.edu/organization/vascular-surgery-interest-group,https://www.instagram.com/ocadu_isa,@ocadu_isa,listing,,
ocadu,InterVarsity at OCAD U,Religion & Spirituality,,https://engage.nyu.edu/organization/vietnamese-student-association-all-university,https://www.instagram.com/ocadivcf,@ocadivcf,listing,,
ocadu,Iranian Association of OCADU,Arts & Culture,,https://engage.nyu.edu/organization/vsda,https://www.instagram.com/iaocadu/,@iaocadu,listing,,
ocadu,Latino Gang,Politics & Advocacy,,https://engage.nyu.edu/organization/views-from-nyu,http://www.instagram.com/latinogang.ocad,@latinogang.ocad,listing,,
ocadu,Mask Bloc,Games & Recreation,,https://engage.nyu.edu/organization/violet-diabolo-all-university,https://www.instagram.com/maskblococadu,@maskblococadu,listing,,
ocadu,Mature Students Collective (MSC),Politics & Advocacy,,https://engage.nyu.edu/organization/violet-society-program,https://www.instagram.com/ocad_msc,@ocad_msc,listing,,
ocadu,Mentari,Games & Recreation,,https://engage.nyu.edu/organization/violet-vault,https://www.instagram.com/mentari.isa/,@mentari.isa,listing,,
ocadu,Muse Work-Shop,Games & Recreation,,https://engage.nyu.edu/organization/painting-club,https://www.instagram.com/workshops.muse/,@workshops.muse,agent_search,,
ocadu,Muslim Student Association,Religion & Spirituality,,https://engage.nyu.edu/organization/vocaholics-ttbb-a-cappella-all-university,https://www.instagram.com/ocadumsa,@ocadumsa,listing,,
ocadu,Muze Editorial,Media & Web,,https://engage.nyu.edu/organization/vocollision-asian-a-cappella-all-university,https://www.instagram.com/muze.editorial/,@muze.editorial,listing,,
ocadu,O Cappella,Games & Recreation,,https://engage.nyu.edu/organization/washington-square-news,https://www.instagram.com/ocappella/,@ocappella,listing,,
ocadu,OCAD Artist Alley,Arts & Culture,,https://engage.nyu.edu/organization/graduate-housing,https://instagram.com/ocadartistalley,@ocadartistalley,listing,,
ocadu,OCAD Chinese Student Association,Arts & Culture,,https://engage.nyu.edu/organization/wasserman,https://www.instagram.com/ocadocsa_official/,@ocadocsa_official,listing,,
ocadu,OCAD Climbing Club,Games & Recreation,,https://engage.nyu.edu/organization/weinstein-hall,https://www.instagram.com/ocadclimbing,@ocadclimbing,listing,,
ocadu,OCAD Korean Student Association (OKSA),Arts & Culture,,https://engage.nyu.edu/organization/the-senior-house-at-w-13th-street,https://www.instagram.com/oksa__official,@oksa__official,listing,,
ocadu,OCAD Mandarin Christian Campus Fellowship,Religion & Spirituality,,https://engage.nyu.edu/organization/w4sc,https://www.instagram.com/ocadmccf,@ocadmccf,listing,,
ocadu,OCAD Tabletop Club,Games & Recreation,,https://engage.nyu.edu/organization/wildernessmed,https://www.instagram.com/ocad.tabletop,@ocad.tabletop,listing,,
ocadu,OCAD U Drama Club,Arts & Culture,,https://engage.nyu.edu/organization/wnyu-radio-89-1-fm,https://www.instagram.com/ocadudramaclub,@ocadudramaclub,listing,,
ocadu,OCAD U Illustration Club,Arts & Culture,,https://engage.nyu.edu/organization/women-in-business-and-entrepreneurship,https://www.instagram.com/ocaduilluclub,@ocaduilluclub,listing,,
ocadu,OCAD U Jewish Club,Religion & Spirituality,,https://engage.nyu.edu/organization/womenincomputing,https://www.instagram.com/ocadujewishclub,@ocadujewishclub,listing,,
ocadu,OCAD U Revolutionary Communist Party,Politics & Advocacy,,https://engage.nyu.edu/organization/women-in-dentistry,https://www.instagram.com/ocad_rcp,@ocad_rcp,listing,,
ocadu,OCADU Animation Club,Arts & Culture,,https://engage.nyu.edu/organization/womeninmedicine,https://www.instagram.com/ocaduac?igsh=MXBvY3Y3bmdyYzFyNw==,@ocaduac,listing,,
ocadu,Papercraft Club,Games & Recreation,,https://engage.nyu.edu/organization/west,https://www.instagram.com/ocadupapercraftclub/,@ocadupapercraftclub,listing,,
ocadu,Plastic Studio Club,Environment,,https://engage.nyu.edu/organization/women-s-herstory-month-all-university,https://www.instagram.com/plasticstudioclub/,@plasticstudioclub,listing,,
ocadu,Print and Pub After School Club,Games & Recreation,,https://engage.nyu.edu/organization/womentorship-program,https://www.instagram.com/prpbafterschoolclub,@prpbafterschoolclub,listing,,
ocadu,Project Hope,Games & Recreation,,https://engage.nyu.edu/organization/worldculturesclub,https://www.instagram.com/project.hope.to,@project.hope.to,listing,,
ocadu,RenderED: Environmental Design Student Association,"Arts & Culture, Environment",,https://engage.nyu.edu/organization/xi-psi-phi-fraternity,http://www.instagram.com/rendered_ocadu,@rendered_ocadu,listing,,
ocadu,RISOCAD Club,Games & Recreation,,https://engage.nyu.edu/organization/yarnitforward,https://www.instagram.com/risocad.club/,@risocad.club,listing,,
ocadu,SCIN Club,Games & Recreation,,https://engage.nyu.edu/organization/yemenistudentassociation,https://www.instagram.com/scinclub,@scinclub,listing,,
ocadu,Shoes Off Collective,Games & Recreation,,https://engage.nyu.edu/organization/youngamericansforfreedom,https://www.instagram.com/shoesoffcollective,@shoesoffcollective,listing,,
ocadu,Somatic Studio,Games & Recreation,,https://engage.nyu.edu/organization/young-at-heart,https://www.instagram.com/somaticstudio.ocad/,@somaticstudio.ocad,listing,,
ocadu,Student Association of Industrial Designers (SAID),Arts & Culture,,https://engage.nyu.edu/organization/young-democratic-socialists-of-america-at-nyu,https://www.instagram.com/said_ocadu,@said_ocadu,listing,,
ocadu,Studio After,Games & Recreation,,https://engage.nyu.edu/organization/zeta-beta-tau-all-university,,,not_searched,,
ocadu,Studio Circle,Games & Recreation,,https://engage.nyu.edu/organization/zetaphibeta,,,not_searched,,
ocadu,The BakeNBrakes Tea Party Club,Games & Recreation,,https://engage.nyu.edu/organization/zetapsi,http://www.instagram.com/bakesnbrakes,@bakesnbrakes,listing,,
ocadu,The Commonplace Mag,Games & Recreation,,https://engage.nyu.edu/organization/zeta-tau-alpha-all-university,https://www.instagram.com/the.commonplace.mag,@the.commonplace.mag,listing,,
ocadu,Trans Artist Collective,"Arts & Culture, Politics & Advocacy",,https://www.ocadu.ca/campus-life/student-clubs,https://www.instagram.com/trans.artists.collective/,@trans.artists.collective,listing,,
ocadu,Trans Figure Painting Club,"Arts & Culture, Politics & Advocacy",,https://www.ocadu.ca/campus-life/student-clubs,,,not_searched,,
ocadu,UX Student Association,Politics & Advocacy,,https://www.ocadu.ca/campus-life/student-clubs,https://www.instagram.com/uxstudentassociation,@uxstudentassociation,listing,,
ocadu,VinAlley,Games & Recreation,,https://www.ocadu.ca/campus-life/student-clubs,https://www.instagram.com/vinalley.ocadu,@vinalley.ocadu,listing,,
ocadu,WIA OCADU Collective,Games & Recreation,,https://www.ocadu.ca/campus-life/student-clubs,https://www.instagram.com/wia.ocadu/?hl=en,@wia.ocadu,listing,,
ocadu,Youth With A Mission (YWAM),Games & Recreation,,https://www.ocadu.ca/campus-life/student-clubs,https://www.instagram.com/ywamtoronto,@ywamtoronto,listing,,
queensu,Afghan Students’ Club,Arts & Culture,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/queensasc/,@queensasc,confirmed|web_search_recovery_pass,,
queensu,African Caribbean Student Association (ACSA),Arts & Culture,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/acsaqueensu/,@acsaqueensu,gap_found,,
queensu,AIESEC in Queen’s,Community Service,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/aiesecinqu/,@aiesecinqu,listing,,
queensu,All the Queen’s Men (ATQM),Games & Recreation,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/atqm_acappella/,@atqm_acappella,listing,,
queensu,ALS Queen’s,Health,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/alsqueens/,@alsqueens,listing,,
queensu,Arabic Debate Club,Politics & Advocacy,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/adc.queensu/,@adc.queensu,listing,,
queensu,Association of Indian Graduate Students at Queens,Arts & Culture,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/aigsq/,@aigsq,confirmed|web_search_recovery_pass,,
queensu,Bader Lane Productions,Games & Recreation,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/baderlaneproductions/,@baderlaneproductions,listing,,
queensu,Beyond Your Mother Tongue,Games & Recreation,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/beyondyourmothertongue/,@beyondyourmothertongue,listing,,
queensu,Campus Life,Games & Recreation,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/campuslifequeensu/,@campuslifequeensu,listing,,
queensu,Canadian Association for Research in Regenerative Medicine @ Queen’s University (CARRM@Queen’s),"Arts & Culture, Health",,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/carrm_queensu/,@carrm_queensu,listing,,
queensu,"Canadian Black Nurses Alliance, Queen’s Chapter (CBNA)","Arts & Culture, Health",,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/cbna.queens/,@cbna.queens,listing,,
queensu,Canadian Undergraduate Conference on Healthcare (CUCOH),Health,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/cucoh.queens/,@cucoh.queens,listing,,
queensu,Canterbury Club,Games & Recreation,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/queenscanterburyclub/,@queenscanterburyclub,listing,,
queensu,Canvas n Care,Games & Recreation,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/canvasncare/,@canvasncare,listing,,
queensu,Chabad Club,Religion & Spirituality,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/qchabad/,@qchabad,listing,,
queensu,Chess and Health,"Games & Recreation, Health",,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/chessandhealth/,@chessandhealth,listing,,
queensu,CIAO-Queen’s (Canadian-Italian Appreciation Organization),Games & Recreation,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/ciaoqueensu/,@ciaoqueensu,listing,,
queensu,Conservation Queen’s,Environment,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/conservationqueens/,@conservationqueens,listing,,
queensu,EDucate (Eating Disorder Awareness Club),Politics & Advocacy,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/educate_queens/,@educate_queens,gap_found,,
queensu,Egyptian Students Association at Queen’s (ESAQ),Arts & Culture,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/esaq.queensu/,@esaq.queensu,listing,,
queensu,Enactus Queen’s,Community Service,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/enactus_queens/,@enactus_queens,listing,,
queensu,Ethiopian Eritrean Students Association (EESA),Arts & Culture,,https://www.myams.org/clubs/club-directory/,https://www.instagram.com/eesaqu/,@eesaqu,listing,,
queensu,Exhibit Change,Games & Recreation,,https://www.myams.org/club/queens-exhibit-change/,https://www.instagram.com/exhibitchange/,@exhibitchange,listing,,
queensu,Extra Awesome,Games & Recreation,,https://www.myams.org/club/queens-extra-awesome/,https://www.instagram.com/xtraawesome/,@xtraawesome,listing,,
queensu,FreshSight Queen’s,Games & Recreation,,https://freshsightqueens.ca/,https://www.instagram.com/freshsight.queens/,@freshsight.queens,listing,,
queensu,Friday Friends,Games & Recreation,,https://www.myams.org/club/queens-friday-friends/,https://www.instagram.com/queensfridayfriends/,@queensfridayfriends,listing,,
queensu,Friends of MSF: Queen’s Chapter,Games & Recreation,,https://www.myams.org/club/queens-friends-of-msf-queen-s-chapter/,https://www.instagram.com/queens_fomsf/,@queens_fomsf,listing,,
queensu,Friends of NAN,Games & Recreation,,https://www.myams.org/club/queens-friends-of-nan/,https://www.instagram.com/friendsofnanqueens/,@friendsofnanqueens,listing,,
queensu,Get REAL Queen’s,Games & Recreation,,https://www.myams.org/club/queens-get-real-queen-s/,https://www.instagram.com/getrealqueens/,@getrealqueens,listing,,
queensu,Girl Up Queen’s,Games & Recreation,,https://www.myams.org/club/queens-girl-up-queen-s/,https://www.instagram.com/girlupqueens/,@girlupqueens,listing,,
queensu,Global Society for Genetics and Genome Biology Queen’s University,Games & Recreation,,https://www.myams.org/club/queens-global-society-for-genetics-and-genome-biology-queen-s-university/,https://www.instagram.com/gsggbqueens/,@gsggbqueens,listing,,
queensu,Grandfriends,Games & Recreation,,https://www.myams.org/club/queens-grandfriends/,https://www.instagram.com/grandfriends_queens/,@grandfriends_queens,listing,,
queensu,Harmony Dance Collective,Arts & Culture,,https://www.myams.org/club/queens-harmony-dance-collective/,https://www.instagram.com/queenshdc/,@queenshdc,listing,,
queensu,Heart 4 Heart Queen’s University,Games & Recreation,,https://www.myams.org/club/queens-heart-4-heart-queen-s-university/,https://www.instagram.com/heart4heart_queens/,@heart4heart_queens,listing,,
queensu,Her Campus Queen’s U,Politics & Advocacy,,https://www.myams.org/club/queens-her-campus-queen-s-u/,https://www.instagram.com/hercampusqueensu/,@hercampusqueensu,listing,,
queensu,Hiel Fellowship,Games & Recreation,,,https://www.instagram.com/lovehiel/,@lovehiel,confirmed|web_search_enrichment_pass,,
queensu,Hillel Queen’s,Religion & Spirituality,,https://hillelontario.org/queens/,https://www.instagram.com/hillel.queens/,@hillel.queens,listing,,
queensu,HOSA Queen’s,Games & Recreation,,https://www.myams.org/club/queens-hosa-queen-s/,https://www.instagram.com/hosaqueensu/,@hosaqueensu,listing,,
queensu,Inquire Publication,Media & Web,,https://inquirepublication.com/,https://www.instagram.com/inquirepublication/,@inquirepublication,listing,,
queensu,Iranian Association of Queen’s University,Arts & Culture,,https://www.myams.org/club/queens-iranian-association-of-queen-s-university/,https://www.instagram.com/iaqueensu/,@iaqueensu,listing,,
queensu,Islamic Relief at Queen’s University,"Community Service, Religion & Spirituality",,https://www.myams.org/club/queens-islamic-relief-at-queen-s-university/,https://www.instagram.com/islamicreliefqueens/,@islamicreliefqueens,listing,,
queensu,Japanese Relations at Queen’s,Games & Recreation,,https://www.myams.org/club/queens-japanese-relations-at-queen-s/,https://www.instagram.com/jrqueensu/,@jrqueensu,listing,,
queensu,Kingston Asian Christian Fellowship,Religion & Spirituality,,https://www.myams.org/club/queens-kingston-asian-christian-fellowship/,https://www.instagram.com/kingstonacf/,@kingstonacf,confirmed|web_search,,
queensu,Kingston Gets Active Amabassadors Club,Games & Recreation,,https://www.myams.org/club/queens-kingston-gets-active-amabassadors-club/,https://www.instagram.com/kingstongetsactive/,@kingstongetsactive,listing,,
queensu,Let’s Get Revved Up,Games & Recreation,,https://www.myams.org/club/queens-let-s-get-revved-up/,https://www.instagram.com/letsgetrevvedupclub/,@letsgetrevvedupclub,listing,,
queensu,Let’s Talk Science,Games & Recreation,,https://www.myams.org/club/queens-let-s-talk-science/,https://www.instagram.com/ltsqueensu/,@ltsqueensu,listing,,
queensu,Levana Gender Advocacy Centre,Politics & Advocacy,,https://www.myams.org/club/queens-levana-gender-advocacy-centre/,https://www.instagram.com/levanagender/,@levanagender,confirmed|web_search_second_pass,,
